Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
55,Female,33351,20971,798989,174,568,Employed,Widowed,Semiurban,1
39,Female,62693,6037,102304,251,423,Unemployed,Divorced,Rural,0
43,Male,33433,42060,657589,329,699,Self-employed,Married,Semiurban,0
60,Male,76797,27361,564774,217,580,Unemployed,Widowed,Semiurban,0
56,Female,17804,14466,45655,271,732,Employed,Widowed,Semiurban,0
44,Female,47101,33764,492258,26,699,Self-employed,Married,Rural,0
46,Male,62115,30583,393189,129,301,Unemployed,Married,Rural,0
64,Male,46700,9627,94638,102,628,Self-employed,Widowed,Rural,0
55,Male,79576,21593,593111,143,682,Unemployed,Divorced,Semiurban,0
37,Male,21477,20084,380971,343,377,Unemployed,Divorced,Urban,0
44,Female,18127,23149,210702,358,631,Self-employed,Married,Rural,0
58,Female,28049,37752,373980,98,462,Unemployed,Widowed,Urban,0
37,Female,14473,16737,614089,100,449,Self-employed,Single,Urban,0
61,Male,63836,2318,290238,29,804,Employed,Married,Rural,0
36,Male,44464,46471,134095,141,449,Unemployed,Single,Rural,0
37,Female,15714,45487,444169,339,346,Unemployed,Married,Urban,0
52,Female,62878,25314,741069,138,661,Unemployed,Widowed,Rural,0
64,Female,36208,35287,431627,59,673,Unemployed,Divorced,Urban,0
19,Male,76683,30451,119708,297,394,Employed,Married,Urban,0
47,Female,43514,5427,152003,117,400,Self-employed,Single,Semiurban,0
51,Male,7136,37371,571347,136,689,Self-employed,Widowed,Urban,0
39,Female,33516,24630,7650,283,381,Self-employed,Widowed,Semiurban,1
20,Female,78982,33667,467221,269,712,Employed,Widowed,Semiurban,0
23,Female,65878,26678,517087,83,302,Employed,Single,Rural,1
32,Male,47099,25099,310168,268,312,Self-employed,Married,Rural,0
44,Male,15188,31634,409808,73,463,Self-employed,Divorced,Urban,0
27,Male,53188,16846,585526,67,644,Employed,Divorced,Rural,0
26,Male,7560,17885,782425,180,465,Employed,Single,Rural,0
50,Male,38397,12068,179903,285,374,Unemployed,Divorced,Rural,1
49,Male,79193,17099,712199,241,359,Self-employed,Married,Rural,0
65,Female,40082,38098,411673,141,681,Self-employed,Single,Urban,0
23,Male,43430,27873,470348,229,372,Self-employed,Single,Semiurban,1
58,Female,52522,23558,741047,94,422,Self-employed,Married,Semiurban,1
53,Male,42397,30518,798506,112,766,Self-employed,Widowed,Semiurban,0
19,Female,78860,9180,775807,46,588,Unemployed,Married,Rural,1
46,Female,27247,16595,450869,191,815,Employed,Married,Rural,0
21,Male,21943,23740,586632,193,780,Unemployed,Divorced,Urban,1
18,Female,41460,27722,451024,14,536,Unemployed,Divorced,Semiurban,0
36,Male,43986,49905,189991,185,471,Self-employed,Divorced,Urban,1
43,Male,46514,48241,300123,191,684,Unemployed,Widowed,Semiurban,0
42,Male,54385,3750,336402,87,745,Unemployed,Married,Urban,0
27,Male,14631,11881,409925,182,506,Self-employed,Divorced,Urban,0
32,Female,69008,19606,572213,99,449,Unemployed,Widowed,Urban,1
39,Male,28955,16819,152759,121,450,Unemployed,Divorced,Semiurban,1
65,Female,49367,26477,303684,165,412,Employed,Married,Rural,0
38,Female,32802,28755,285309,250,531,Self-employed,Married,Semiurban,0
39,Female,72408,25811,445105,288,787,Self-employed,Married,Rural,0
53,Male,45341,37697,237601,218,682,Unemployed,Single,Urban,1
51,Female,15691,47564,591343,157,673,Self-employed,Married,Semiurban,0
47,Male,6753,18344,785312,171,546,Employed,Married,Rural,1
42,Female,3833,20656,702127,148,439,Unemployed,Divorced,Semiurban,1
62,Male,10645,26382,787360,30,701,Employed,Single,Semiurban,0
45,Male,42024,31031,454107,205,424,Unemployed,Divorced,Semiurban,1
18,Male,11635,5813,522872,238,655,Unemployed,Widowed,Urban,1
62,Male,22064,1724,409598,9,538,Self-employed,Widowed,Rural,0
21,Female,11940,1494,623442,293,812,Self-employed,Single,Urban,0
24,Female,37169,18363,91123,178,831,Unemployed,Married,Rural,0
26,Male,47200,21812,71889,189,572,Employed,Single,Urban,0
53,Female,58329,20437,341752,256,476,Unemployed,Married,Semiurban,0
36,Male,53158,41205,257034,296,705,Unemployed,Widowed,Urban,0
18,Male,31739,30524,776878,291,413,Unemployed,Widowed,Semiurban,1
27,Female,19793,7160,123690,117,326,Employed,Single,Rural,0
53,Male,35677,41343,286328,310,717,Self-employed,Divorced,Rural,0
26,Male,68296,23593,11902,355,761,Self-employed,Widowed,Semiurban,0
62,Male,25022,284,185446,344,479,Employed,Single,Semiurban,0
63,Male,73148,48083,558428,135,546,Self-employed,Single,Urban,0
59,Male,29265,37851,197789,192,799,Unemployed,Widowed,Urban,0
49,Female,2530,20378,367685,34,616,Self-employed,Married,Urban,0
49,Female,11551,8491,56730,163,733,Self-employed,Divorced,Rural,0
23,Female,30394,900,231829,240,532,Employed,Divorced,Semiurban,1
65,Male,44987,1459,133996,283,668,Employed,Married,Rural,0
55,Male,50984,13680,301690,107,467,Unemployed,Widowed,Semiurban,1
34,Male,70096,19305,587845,230,367,Unemployed,Widowed,Semiurban,1
27,Male,72639,35301,582494,280,850,Self-employed,Married,Rural,0
44,Male,26090,32692,148577,328,644,Employed,Widowed,Urban,0
52,Male,4781,39347,61618,237,829,Employed,Divorced,Urban,0
38,Female,19330,17189,485566,347,351,Unemployed,Single,Rural,1
42,Male,7257,7595,179859,279,744,Self-employed,Divorced,Semiurban,0
45,Female,60642,18612,760904,118,439,Self-employed,Divorced,Rural,1
64,Male,56249,1921,198697,144,708,Employed,Divorced,Urban,0
32,Female,53663,37740,668403,221,634,Employed,Widowed,Semiurban,0
21,Male,36956,2387,170202,319,580,Employed,Married,Rural,0
46,Female,17615,10730,622238,279,704,Employed,Widowed,Urban,0
26,Female,2881,14830,589134,333,421,Unemployed,Married,Semiurban,1
44,Male,3847,34764,397326,354,759,Unemployed,Single,Rural,1
43,Male,53127,4825,318536,189,338,Employed,Single,Rural,1
36,Female,39336,5282,583961,317,374,Self-employed,Divorced,Urban,1
45,Male,41931,13869,765199,199,516,Unemployed,Married,Rural,1
34,Male,45924,15451,667104,284,545,Employed,Divorced,Rural,0
60,Male,24966,32872,264113,277,717,Employed,Widowed,Rural,0
58,Female,46023,41398,766948,305,502,Self-employed,Married,Rural,1
59,Male,13320,17905,568548,77,818,Self-employed,Divorced,Urban,0
37,Female,59841,34119,320904,201,595,Employed,Widowed,Semiurban,0
62,Female,67125,2698,635094,275,749,Unemployed,Single,Semiurban,0
57,Male,69752,19996,794902,336,527,Unemployed,Divorced,Rural,0
56,Female,63858,16892,692003,245,402,Self-employed,Married,Urban,0
40,Male,60714,48068,533489,113,391,Unemployed,Married,Rural,1
64,Male,13780,38078,469103,297,656,Unemployed,Widowed,Rural,0
49,Female,78230,6190,85863,305,445,Unemployed,Divorced,Rural,0
64,Female,72345,13166,250293,105,566,Employed,Single,Rural,0
50,Female,3929,29689,556628,86,418,Employed,Divorced,Semiurban,1
63,Female,16244,35590,623004,275,802,Unemployed,Divorced,Rural,1
22,Female,13116,31604,673848,354,563,Employed,Married,Rural,0
60,Male,37895,49215,100910,22,575,Self-employed,Widowed,Rural,1
65,Female,25867,3921,403629,198,358,Unemployed,Married,Semiurban,0
51,Male,3208,28991,45200,217,646,Unemployed,Single,Urban,1
57,Male,46085,17243,458395,358,485,Self-employed,Divorced,Urban,1
28,Female,67572,43787,27355,131,414,Unemployed,Single,Urban,0
20,Female,67234,34315,280975,315,661,Unemployed,Widowed,Urban,0
50,Female,13252,32035,356501,131,535,Unemployed,Widowed,Urban,0
28,Female,9006,34844,133211,135,741,Self-employed,Divorced,Rural,0
33,Female,72883,46730,198428,150,562,Employed,Widowed,Rural,0
35,Male,34171,16820,580208,261,350,Employed,Single,Urban,1
47,Male,30517,22469,247740,28,650,Unemployed,Divorced,Semiurban,0
65,Male,26274,46676,314930,219,716,Employed,Widowed,Rural,0
27,Female,35577,36425,397190,134,312,Unemployed,Single,Urban,0
35,Female,29648,49914,416141,17,693,Self-employed,Divorced,Semiurban,0
55,Male,71654,735,313150,146,831,Self-employed,Widowed,Urban,0
36,Female,19910,7214,604747,273,512,Unemployed,Married,Semiurban,1
53,Female,51647,23968,215435,62,569,Unemployed,Divorced,Urban,0
30,Female,2424,44624,380416,91,339,Unemployed,Divorced,Rural,1
63,Male,53899,36862,422342,279,480,Employed,Married,Urban,0
20,Female,28641,4728,734179,108,564,Self-employed,Widowed,Urban,1
27,Male,36750,36497,272701,344,405,Unemployed,Divorced,Urban,1
55,Female,25154,7241,795864,355,786,Employed,Single,Urban,0
18,Female,50166,17460,672366,148,703,Unemployed,Widowed,Urban,0
44,Male,13992,10472,428205,339,689,Self-employed,Divorced,Semiurban,0
63,Female,36001,34598,456259,334,422,Self-employed,Single,Rural,0
25,Female,16546,42858,373435,181,336,Self-employed,Married,Rural,0
63,Female,43524,17057,567076,138,802,Unemployed,Single,Rural,1
59,Male,70555,49700,593455,349,826,Self-employed,Widowed,Semiurban,0
34,Female,3304,14432,31887,269,391,Unemployed,Married,Urban,0
26,Female,51284,33663,420848,152,399,Employed,Single,Rural,1
23,Female,12022,18953,232551,17,754,Employed,Widowed,Semiurban,0
60,Female,77886,17297,595801,333,693,Employed,Married,Urban,1
42,Female,79354,40041,746490,60,804,Unemployed,Widowed,Rural,0
56,Male,35617,6696,39026,235,416,Self-employed,Divorced,Semiurban,0
45,Male,71498,29347,246423,127,790,Self-employed,Widowed,Semiurban,0
50,Female,60824,21249,743577,354,641,Unemployed,Single,Rural,0
54,Female,72390,19657,342850,238,725,Employed,Widowed,Urban,0
26,Male,36307,22960,503392,167,769,Employed,Widowed,Semiurban,0
35,Female,70480,47810,385961,87,433,Unemployed,Married,Semiurban,0
38,Female,24327,47668,690443,52,479,Self-employed,Widowed,Urban,1
19,Female,5244,45202,268876,296,511,Self-employed,Widowed,Semiurban,1
60,Female,24720,17906,381308,165,817,Self-employed,Divorced,Urban,0
55,Female,27090,40245,401158,184,712,Self-employed,Divorced,Rural,0
57,Female,66277,2802,589141,213,656,Employed,Married,Urban,0
53,Female,50536,35890,251208,45,752,Self-employed,Married,Semiurban,0
60,Female,9855,45550,755637,219,734,Unemployed,Single,Urban,0
54,Male,3601,35224,173340,357,376,Self-employed,Married,Urban,0
32,Male,33952,18033,324820,159,582,Employed,Widowed,Urban,0
45,Female,52374,35088,420733,343,836,Self-employed,Divorced,Urban,0
35,Female,7690,43465,593015,298,720,Self-employed,Married,Semiurban,0
51,Female,14521,17527,624773,171,450,Unemployed,Single,Rural,1
39,Female,78019,11964,558187,277,802,Self-employed,Widowed,Rural,0
28,Male,10058,41005,544356,29,814,Self-employed,Single,Urban,0
30,Male,15704,19698,773890,120,634,Unemployed,Single,Rural,1
21,Male,60933,4406,594989,356,711,Unemployed,Single,Semiurban,0
39,Male,73101,29002,222824,265,554,Unemployed,Single,Semiurban,1
24,Female,45856,28682,625030,311,517,Unemployed,Widowed,Rural,0
60,Female,39256,7591,558557,231,507,Employed,Widowed,Rural,1
41,Female,59352,3119,361944,107,589,Self-employed,Single,Semiurban,1
21,Male,32615,21873,148291,136,584,Self-employed,Widowed,Urban,1
45,Female,3927,36279,89694,269,815,Employed,Married,Urban,1
32,Female,17512,36596,64043,17,531,Unemployed,Widowed,Semiurban,1
18,Male,10301,16949,162061,327,631,Self-employed,Widowed,Rural,0
20,Male,75993,7651,594551,186,506,Unemployed,Single,Rural,1
31,Male,73028,26896,702766,354,660,Unemployed,Widowed,Rural,0
55,Male,70759,31660,370468,166,650,Employed,Married,Rural,0
18,Male,65058,41860,229666,119,672,Employed,Widowed,Rural,0
55,Female,66926,10370,225740,23,400,Unemployed,Married,Rural,1
55,Female,25434,44552,648720,109,843,Self-employed,Widowed,Rural,1
38,Male,32341,35539,391711,191,769,Unemployed,Divorced,Rural,0
65,Female,17007,6777,21830,347,430,Self-employed,Widowed,Urban,0
46,Female,28799,113,426266,98,828,Unemployed,Married,Urban,1
22,Female,57820,531,693224,306,776,Unemployed,Married,Rural,0
27,Female,17674,9714,105730,148,547,Self-employed,Married,Rural,1
45,Male,17426,3410,704037,148,674,Employed,Single,Urban,0
38,Female,74631,9236,548929,306,695,Employed,Married,Semiurban,0
24,Female,46791,24608,411771,105,377,Unemployed,Widowed,Urban,0
20,Female,5255,8324,747006,67,340,Self-employed,Divorced,Rural,1
62,Male,35826,11159,159307,89,557,Employed,Married,Urban,1
64,Female,6944,34494,374142,281,480,Self-employed,Single,Rural,1
37,Male,39826,40985,509176,172,589,Employed,Widowed,Urban,0
36,Male,32497,32107,766920,300,424,Self-employed,Married,Urban,1
52,Male,29723,35416,721961,134,767,Unemployed,Single,Urban,0
21,Male,37287,31835,462630,72,534,Self-employed,Single,Rural,0
22,Female,13845,45600,617922,52,799,Unemployed,Single,Semiurban,1
18,Male,70106,9453,544597,315,373,Employed,Married,Rural,1
21,Male,74986,34833,316957,153,304,Self-employed,Married,Semiurban,1
29,Male,57569,27921,721193,255,417,Employed,Married,Semiurban,1
44,Male,27463,933,341352,142,613,Employed,Divorced,Semiurban,0
59,Male,2744,31008,428544,100,500,Unemployed,Divorced,Semiurban,1
40,Female,38282,1050,461972,243,842,Self-employed,Widowed,Semiurban,0
42,Male,54082,25392,215686,289,729,Unemployed,Widowed,Semiurban,0
38,Female,56689,32177,372327,325,458,Self-employed,Single,Rural,0
41,Female,78407,39884,660765,40,600,Employed,Divorced,Rural,0
42,Male,66766,22851,59012,301,719,Employed,Married,Urban,0
62,Female,67711,11106,401776,263,557,Self-employed,Widowed,Semiurban,1
63,Female,5217,6878,16575,275,361,Employed,Married,Rural,1
49,Female,32359,792,737755,360,461,Employed,Married,Rural,0
49,Male,55509,11367,101148,329,385,Unemployed,Divorced,Rural,1
22,Male,63970,38731,542441,52,312,Employed,Widowed,Rural,1
53,Male,24357,9547,309221,99,574,Employed,Single,Urban,1
63,Male,44354,34153,294157,187,716,Employed,Widowed,Rural,0
59,Male,40570,28568,142762,195,423,Self-employed,Widowed,Urban,0
59,Male,9034,42331,770338,56,348,Employed,Widowed,Semiurban,0
56,Male,18263,24307,223323,211,302,Unemployed,Divorced,Urban,1
33,Female,44180,4138,721413,309,570,Unemployed,Widowed,Rural,0
50,Female,52099,47112,385272,338,849,Unemployed,Single,Semiurban,0
38,Male,76312,7693,344111,130,452,Unemployed,Widowed,Urban,1
26,Female,77348,11394,167377,217,616,Employed,Married,Urban,0
23,Male,28925,23876,799163,271,733,Unemployed,Single,Urban,0
62,Male,21575,39095,106225,140,821,Self-employed,Widowed,Rural,0
52,Male,24231,3353,634966,278,789,Self-employed,Divorced,Semiurban,0
56,Female,78935,46132,492466,283,498,Employed,Divorced,Urban,0
39,Male,49731,15205,208631,320,735,Self-employed,Divorced,Rural,0
58,Male,25100,4628,239937,305,516,Self-employed,Married,Semiurban,1
22,Male,12768,29990,371082,272,809,Employed,Married,Urban,0
59,Male,61337,38095,5910,303,339,Employed,Divorced,Semiurban,1
40,Female,52697,27623,173542,284,788,Unemployed,Married,Rural,0
34,Male,13357,47049,514322,219,548,Unemployed,Widowed,Semiurban,1
29,Female,68973,21433,314485,67,384,Employed,Widowed,Semiurban,0
40,Female,26946,49220,92718,59,703,Self-employed,Divorced,Semiurban,0
33,Male,73038,10058,61850,343,328,Employed,Single,Urban,1
20,Male,57149,26524,165462,117,336,Unemployed,Widowed,Urban,0
47,Female,7566,12093,640093,274,806,Employed,Single,Urban,1
39,Female,43576,16684,402254,329,831,Employed,Married,Urban,0
26,Female,55318,28698,688575,112,559,Self-employed,Married,Urban,0
46,Female,71550,48755,102101,288,554,Employed,Widowed,Urban,0
64,Male,53408,18984,441232,173,385,Unemployed,Widowed,Urban,0
54,Female,55506,14907,682606,79,711,Employed,Married,Rural,0
40,Female,42167,12921,185376,241,687,Self-employed,Married,Rural,0
30,Female,35699,20402,23862,97,699,Employed,Single,Semiurban,0
49,Female,51545,46794,193898,90,721,Self-employed,Widowed,Semiurban,0
63,Male,54429,3082,611512,80,632,Employed,Divorced,Rural,0
64,Male,25386,7074,273256,89,752,Self-employed,Divorced,Rural,0
65,Male,61273,29330,399208,250,448,Employed,Married,Semiurban,0
40,Female,43585,17623,261189,233,469,Employed,Divorced,Rural,0
62,Female,9509,43328,272791,88,624,Employed,Married,Rural,1
34,Male,78607,459,245127,20,527,Employed,Divorced,Rural,0
57,Male,79150,2801,99550,306,625,Employed,Married,Semiurban,0
38,Female,77837,28831,405813,186,304,Unemployed,Married,Semiurban,0
19,Male,65305,16847,652882,343,451,Unemployed,Divorced,Urban,1
54,Female,44851,997,645685,268,520,Employed,Widowed,Semiurban,1
23,Female,78910,22025,685993,83,456,Self-employed,Married,Urban,0
61,Female,36407,32379,647441,234,557,Self-employed,Divorced,Rural,0
35,Female,48606,6384,652908,238,305,Unemployed,Widowed,Urban,0
47,Female,47652,13223,205174,35,589,Unemployed,Single,Rural,1
39,Female,12248,48067,387066,160,503,Unemployed,Married,Urban,0
50,Male,12515,11198,729181,310,577,Self-employed,Married,Rural,0
47,Male,12830,34446,606853,190,433,Unemployed,Single,Semiurban,1
34,Male,62631,33632,83615,260,746,Unemployed,Married,Urban,0
60,Female,8799,9382,264249,174,645,Unemployed,Single,Urban,0
49,Male,76083,24120,510556,86,415,Employed,Divorced,Rural,0
59,Female,16328,35465,210159,291,612,Employed,Single,Rural,0
31,Female,14679,26950,496804,215,720,Unemployed,Widowed,Semiurban,0
27,Female,23058,44875,204885,264,472,Self-employed,Divorced,Urban,0
64,Female,48696,29968,548303,42,468,Employed,Single,Semiurban,1
53,Male,40872,2926,531045,291,402,Unemployed,Widowed,Semiurban,1
51,Male,56971,15735,168157,59,527,Employed,Single,Semiurban,0
26,Male,25306,14223,196190,217,432,Self-employed,Widowed,Rural,1
59,Female,30210,40310,293242,347,510,Unemployed,Single,Semiurban,1
45,Male,47693,37197,444436,105,408,Unemployed,Married,Semiurban,0
28,Male,30239,15362,151367,90,492,Employed,Widowed,Rural,0
31,Male,70917,46699,436771,218,656,Unemployed,Married,Rural,1
56,Female,9447,39986,292965,269,820,Employed,Married,Semiurban,0
64,Male,22271,23409,571660,91,725,Self-employed,Widowed,Urban,1
36,Female,67875,2397,551121,68,373,Employed,Married,Urban,1
32,Male,58843,14451,58990,197,395,Unemployed,Divorced,Rural,1
45,Female,28221,5814,358672,98,428,Self-employed,Single,Semiurban,0
41,Male,66388,22888,265749,258,642,Self-employed,Widowed,Urban,0
25,Male,58467,7522,355112,143,670,Self-employed,Divorced,Urban,0
60,Male,75269,22169,568786,54,700,Employed,Widowed,Semiurban,0
26,Female,72585,20382,655117,126,521,Self-employed,Single,Urban,0
64,Male,45086,15588,53547,44,811,Unemployed,Widowed,Urban,0
50,Male,2638,45127,147140,39,804,Self-employed,Single,Rural,0
50,Female,75245,15762,364022,271,634,Self-employed,Divorced,Urban,0
36,Female,72679,15577,674616,14,673,Employed,Widowed,Urban,0
20,Female,64934,20931,199793,193,785,Employed,Single,Rural,0
27,Female,68760,9970,169036,101,306,Unemployed,Married,Urban,0
57,Male,49234,39278,535118,138,688,Unemployed,Married,Rural,1
64,Male,63049,20045,283012,168,735,Employed,Divorced,Semiurban,0
59,Female,65843,47773,667039,144,415,Self-employed,Divorced,Urban,0
18,Male,50047,15919,504506,303,402,Employed,Divorced,Urban,1
46,Female,11741,44329,497457,85,302,Employed,Married,Rural,1
51,Male,65004,27671,409938,96,843,Employed,Single,Urban,0
30,Female,63489,10349,519154,261,379,Unemployed,Divorced,Urban,1
18,Male,24991,49203,543277,153,695,Unemployed,Single,Rural,0
51,Female,28081,6058,259341,184,688,Unemployed,Single,Urban,0
46,Female,59304,44321,769782,262,559,Unemployed,Divorced,Rural,0
65,Male,17642,3515,127850,223,611,Self-employed,Divorced,Urban,0
64,Male,77103,3330,584989,272,635,Unemployed,Married,Semiurban,0
30,Male,19399,34442,378880,322,509,Unemployed,Divorced,Rural,0
65,Female,35103,43825,225170,84,810,Self-employed,Married,Semiurban,0
46,Male,17330,17745,118916,172,747,Self-employed,Married,Semiurban,0
56,Female,18464,8978,671396,109,344,Employed,Single,Rural,1
41,Male,4134,16939,373758,309,703,Self-employed,Married,Semiurban,1
43,Male,51409,15264,226046,343,608,Self-employed,Single,Urban,0
34,Female,2184,26615,550287,289,526,Unemployed,Married,Rural,1
24,Female,51274,32165,245348,350,648,Unemployed,Divorced,Urban,1
30,Male,74799,47362,244695,220,412,Unemployed,Widowed,Semiurban,0
22,Female,57810,42722,46543,80,329,Unemployed,Single,Rural,0
43,Female,71050,34880,777807,230,575,Self-employed,Divorced,Semiurban,0
20,Male,34734,18594,732273,341,661,Unemployed,Single,Urban,0
24,Female,73613,15523,683148,297,386,Unemployed,Married,Rural,0
56,Male,52546,1701,651052,348,735,Employed,Single,Semiurban,0
18,Male,37120,32758,589336,75,321,Self-employed,Widowed,Rural,1
34,Female,50484,35480,419437,195,684,Self-employed,Divorced,Semiurban,0
60,Male,62563,26983,167829,111,320,Self-employed,Single,Urban,0
42,Female,77036,35084,326259,75,790,Employed,Widowed,Rural,0
20,Male,57113,47427,708635,15,766,Self-employed,Divorced,Semiurban,1
32,Female,55096,39237,637480,219,755,Self-employed,Widowed,Semiurban,0
46,Female,12133,34378,291468,10,520,Unemployed,Single,Urban,1
60,Female,8405,20736,164806,33,797,Self-employed,Widowed,Rural,1
49,Female,32269,6343,317749,320,458,Unemployed,Married,Semiurban,1
43,Female,19085,15797,623652,246,442,Employed,Single,Urban,0
33,Male,37702,42087,159168,241,344,Unemployed,Divorced,Rural,0
42,Male,15502,21875,712502,97,750,Employed,Married,Semiurban,0
45,Female,48479,41864,99984,323,535,Employed,Single,Semiurban,0
26,Male,16426,41123,310405,350,524,Employed,Married,Rural,0
18,Female,72231,9328,249718,43,707,Unemployed,Widowed,Rural,0
46,Female,17860,37478,81986,224,593,Employed,Divorced,Semiurban,0
39,Male,48865,2025,233200,157,579,Unemployed,Married,Urban,0
33,Male,49404,105,61698,197,716,Unemployed,Widowed,Urban,0
58,Female,59423,29370,579790,126,446,Unemployed,Widowed,Urban,0
61,Female,76379,20843,765006,176,770,Employed,Divorced,Rural,0
58,Female,33152,19476,708344,115,348,Unemployed,Single,Semiurban,1
24,Female,32737,42981,567490,149,316,Unemployed,Divorced,Urban,0
31,Female,56325,42112,590733,71,448,Employed,Divorced,Rural,0
46,Female,40767,48610,90869,327,511,Unemployed,Widowed,Semiurban,0
36,Male,43705,698,219271,202,362,Employed,Divorced,Semiurban,1
36,Female,4002,28443,256758,51,835,Employed,Divorced,Rural,0
19,Female,62237,44230,186044,154,844,Employed,Single,Rural,0
58,Male,57713,41706,145607,65,786,Unemployed,Divorced,Urban,0
62,Female,43815,38839,23679,143,779,Unemployed,Divorced,Semiurban,0
32,Female,66997,22123,643979,95,343,Self-employed,Widowed,Semiurban,0
20,Male,62859,41920,93901,217,755,Self-employed,Single,Semiurban,0
28,Female,65236,19875,736641,174,810,Self-employed,Divorced,Semiurban,0
63,Male,24743,3297,136102,118,654,Employed,Single,Urban,0
47,Female,58739,208,387784,346,311,Self-employed,Single,Semiurban,1
57,Male,78326,19700,588284,71,655,Unemployed,Widowed,Rural,0
35,Male,32339,21791,489626,307,436,Employed,Divorced,Urban,1
65,Male,36121,7233,247372,123,773,Employed,Married,Semiurban,0
19,Female,44995,1891,87805,230,352,Unemployed,Single,Urban,1
49,Female,54032,47594,61644,156,412,Self-employed,Widowed,Urban,0
25,Male,51831,36274,131238,172,777,Self-employed,Single,Urban,0
39,Male,43446,2039,359235,100,634,Unemployed,Married,Rural,0
23,Female,47678,19673,550515,265,716,Unemployed,Married,Urban,0
29,Female,22698,42412,97238,264,366,Self-employed,Divorced,Semiurban,1
64,Female,49918,39413,154746,125,619,Unemployed,Widowed,Semiurban,0
57,Female,59235,28436,729790,79,553,Self-employed,Married,Semiurban,1
53,Female,8125,34385,533884,101,700,Unemployed,Single,Urban,0
32,Male,49511,8186,545876,297,599,Self-employed,Married,Semiurban,0
45,Female,31046,434,506195,182,304,Unemployed,Single,Urban,1
62,Male,12114,10519,321798,32,745,Employed,Widowed,Urban,0
35,Female,2637,18030,491098,314,534,Employed,Divorced,Urban,1
19,Male,40634,11355,687586,310,746,Employed,Married,Semiurban,0
30,Male,37776,14328,279597,216,338,Unemployed,Widowed,Urban,0
62,Female,25600,5258,326696,262,499,Self-employed,Widowed,Rural,1
32,Male,28809,45722,619405,323,320,Self-employed,Married,Rural,1
37,Male,25756,7190,373268,210,373,Self-employed,Widowed,Urban,1
46,Male,61469,22479,68140,360,448,Employed,Divorced,Semiurban,1
59,Male,40368,20827,506804,71,583,Employed,Divorced,Urban,0
46,Female,79185,48364,542032,155,385,Self-employed,Married,Urban,1
20,Male,78902,45238,111320,172,401,Unemployed,Married,Rural,0
36,Female,13880,10747,667842,225,830,Unemployed,Widowed,Semiurban,1
20,Male,59155,30917,777147,305,362,Self-employed,Widowed,Semiurban,1
31,Female,67316,30377,749570,263,849,Self-employed,Widowed,Urban,1
57,Female,72856,44956,150102,208,707,Unemployed,Married,Semiurban,1
21,Female,10727,40481,517470,245,472,Self-employed,Married,Urban,1
28,Male,79260,33148,155117,320,820,Unemployed,Single,Urban,1
48,Female,41211,41784,294279,234,820,Unemployed,Widowed,Rural,0
60,Female,43417,23557,367112,161,832,Employed,Married,Semiurban,0
49,Male,64827,44335,186749,223,323,Employed,Single,Semiurban,1
44,Female,33437,34405,755793,200,394,Employed,Divorced,Rural,1
47,Male,22519,12479,280877,275,595,Self-employed,Single,Semiurban,1
60,Male,9983,23927,198185,21,479,Unemployed,Divorced,Urban,0
19,Female,46656,33292,330976,246,430,Self-employed,Married,Semiurban,0
26,Male,7635,19491,614448,257,832,Self-employed,Widowed,Semiurban,1
45,Male,21622,1093,114318,56,307,Self-employed,Divorced,Semiurban,1
48,Male,76975,31008,324263,33,500,Unemployed,Widowed,Urban,0
51,Female,62666,104,716240,58,684,Employed,Widowed,Semiurban,0
32,Male,58005,18123,438762,313,825,Unemployed,Divorced,Urban,0
65,Male,13403,26936,509705,121,847,Unemployed,Widowed,Rural,0
42,Male,62477,18060,565670,14,705,Self-employed,Widowed,Urban,1
53,Female,67035,24288,579287,16,672,Self-employed,Widowed,Rural,1
25,Male,34903,43314,314166,112,463,Employed,Widowed,Rural,0
26,Female,9311,24411,500136,306,822,Unemployed,Single,Urban,1
54,Male,52611,37684,265820,346,653,Employed,Divorced,Urban,0
65,Female,22615,45091,171544,263,708,Self-employed,Widowed,Rural,0
62,Female,58808,13336,224746,187,810,Self-employed,Widowed,Rural,0
56,Female,35580,37924,271037,175,511,Employed,Married,Semiurban,0
49,Male,59052,11626,737469,330,644,Employed,Married,Urban,0
34,Male,44898,3501,212871,144,310,Unemployed,Divorced,Rural,1
52,Male,25952,16850,630586,290,635,Employed,Widowed,Urban,0
54,Female,17227,35712,527419,116,639,Employed,Divorced,Urban,0
36,Male,15760,20678,460302,97,557,Unemployed,Married,Rural,0
61,Male,10826,15905,697661,225,353,Self-employed,Married,Rural,1
46,Female,62432,1591,235876,10,595,Unemployed,Married,Urban,0
24,Male,75996,13522,318738,25,516,Self-employed,Single,Semiurban,0
45,Male,60204,16153,465477,106,687,Self-employed,Single,Rural,0
26,Female,10673,36840,244133,300,406,Employed,Married,Urban,0
45,Female,38158,3572,117696,162,772,Employed,Married,Semiurban,0
23,Male,76989,38746,64087,6,307,Employed,Single,Urban,0
46,Female,17904,33061,480461,217,843,Employed,Married,Urban,0
34,Male,17396,25497,238793,124,467,Employed,Married,Rural,0
33,Male,56039,22242,441406,265,630,Self-employed,Single,Semiurban,0
40,Male,6334,1338,724082,180,336,Unemployed,Single,Urban,1
48,Male,29268,16151,663026,139,530,Employed,Single,Semiurban,1
